"id","year","major_head","estimate_type","major_category","minor_category","sub_category","amount"
1359,"2021-2022","6001","Actual","Borrowings","Borrowing for providing back to back loans to States and UTs for GST compensation cess shortfall","Gross Borrowing  ",159000.0
1360,"2021-2022","6001","Actual","Borrowings","Borrowing for providing back to back loans to States and UTs for GST compensation cess shortfall","Less Receipts netted ",-159000.0
1361,"2021-2022","6001","Actual","Borrowings","Issuance of Special Securities to Public Sector Banks","Issue of Securities ",4600.0
1362,"2021-2022","6001","Actual","Borrowings","Issuance of Special Securities to Public Sector Banks","Less Receipts netted ",""
1363,"2021-2022","6001","Actual","Borrowings","Post Office Life Insurance Fund (POLIF)","Receipts ",7000.0
1364,"2021-2022","6001","Actual","Borrowings","Post Office Life Insurance Fund (POLIF)","Repayments ",-7000.0
1365,"2021-2022","6001","Actual","Borrowings","Short Term Borrowings","14 Days Treasury Bills ",-2782.06
1366,"2021-2022","6001","Actual","Borrowings","Short Term Borrowings","14 Days Treasury Bills Gross Borrowings",4432508.14
1367,"2021-2022","6001","Actual","Borrowings","Short Term Borrowings","14 Days Treasury Bills Repayments",-4421317.88
1368,"2021-2022","6001","Actual","Borrowings","Short Term Borrowings","91 Days Treasury Bills ",-23798.31
1369,"2021-2022","6001","Actual","Borrowings","Short Term Borrowings","91 Days Treasury Bills Gross Borrowings",847904.18
1370,"2021-2022","6001","Actual","Borrowings","Short Term Borrowings","91 Days Treasury Bills Repayment",-802464.83
1371,"2021-2022","6001","Actual","Borrowings","Short Term Borrowings","182 Days Treasury Bills ",52425.54
1372,"2021-2022","6001","Actual","Borrowings","Short Term Borrowings","182 Days Treasury Bills Gross Borrowings",465678.81
1373,"2021-2022","6001","Actual","Borrowings","Short Term Borrowings","182 Days Treasury Bills Repayments",-394426.49
1374,"2021-2022","6001","Actual","Borrowings","Short Term Borrowings","364 Days Treasury Bills ",37487.07
1375,"2021-2022","6001","Actual","Borrowings","Short Term Borrowings","364 Days Treasury Bills Gross Borrowings",407796.43
1376,"2021-2022","6001","Actual","Borrowings","Short Term Borrowings","364 Days Treasury Bills Repayments",-458240.0
1377,"2021-2022","6001","Actual","Borrowings","Short Term Borrowings","Cash Management Bills ",0.0
1378,"2021-2022","6001","Actual","Borrowings","Short Term Borrowings","Cash Management Bills Gross Borrowings",""
1379,"2021-2022","6001","Actual","Borrowings","Short Term Borrowings","Cash Management Bills Repayments",""
1380,"2021-2022","6001","Actual","Borrowings","Short Term Borrowings","Ways & Means Advances ",48677.0
1381,"2021-2022","6001","Actual","Borrowings","Short Term Borrowings","Ways & Means Advances Gross Borrowings",""
1382,"2021-2022","6001","Actual","Borrowings","Short Term Borrowings","Ways & Means Advances Repayments",""
1383,"2021-2022","6001","Actual","Securities against Small Savings","Receipts","Ways & Means Advances ",638017.49
1384,"2021-2022","6001","Actual","Securities against Small Savings","Repayments","Ways & Means Advances ",-86748.54
1385,"2021-2022","8009","Actual","State Provident Funds","Receipts","Ways & Means Advances ",70347.5
1386,"2021-2022","8009","Actual","State Provident Funds","Disbursements","Ways & Means Advances ",-60030.84
1387,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","Relief Bonds","Receipts ",0.0
1388,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","Relief Bonds","Disbursements ",-0.45
1389,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","Saving Bonds","Receipts ",15919.97
1390,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","Saving Bonds","Disbursements ",-3181.72
1391,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","Sovereign Gold Bond Scheme","Receipts ",12991.0
1392,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","Sovereign Gold Bond Scheme","Disbursements ",-182.81
1393,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","Gold Monetization Scheme","Receipts ",1409.05
1394,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","Gold Monetization Scheme","Disbursements ",-19.36
1395,"2021-2022","9002","Actual","Other Receipts (Internal Debts and Public Account)","Other Receipts (Public Account Other than State Provident Funds)","Receipts ",3167104.29
1396,"2021-2022","9002","Actual","Other Receipts (Internal Debts and Public Account)","Other Receipts (Public Account Other than State Provident Funds)","Disbursements ",-3021121.24
1397,"2021-2022","9002","Actual","Other Receipts (Internal Debts and Public Account)","Other Receipts (Public Account Other than State Provident Funds)","Less Receipts ",""
1398,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Monetary Fund ",-5140.35
1399,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Monetary Fund Receipts",3758.0
1400,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Monetary Fund Repayments",-2714.27
1401,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Monetary Fund Less Receipts netted",-4270.05
1402,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Development Association ",13.23
1403,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Development Association Receipts",500.0
1404,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","International Development Association Repayments",-465.3
1405,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","Asian Development Bank and Fund ",-54.0
1406,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","Asian Development Bank and Fund Receipts",89.15
1407,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","Asian Development Bank and Fund Repayments",-144.69
1408,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","African Development Fund and Bank ",-29.32
1409,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","African Development Fund and Bank Receipts",39.24
1410,"2021-2022","6001","Actual","Other Receipts (Internal Debts and Public Account)","International Financial Institutions","African Development Fund and Bank Repayments",-33.72
1411,"2021-2022","6002","Actual","External Debt","Multilateral","International Bank for Reconstruction and Development ",14243.4
1412,"2021-2022","6002","Actual","External Debt","Multilateral","International Bank for Reconstruction and Development Receipts",19306.38
1413,"2021-2022","6002","Actual","External Debt","Multilateral","International Bank for Reconstruction and Development Repayments",-7468.03
1414,"2021-2022","6002","Actual","External Debt","Multilateral","International Development Association ",-9863.41
1415,"2021-2022","6002","Actual","External Debt","Multilateral","International Development Association Receipts",5803.92
1416,"2021-2022","6002","Actual","External Debt","Multilateral","International Development Association Repayments",-11336.92
1417,"2021-2022","6002","Actual","External Debt","Multilateral","International Fund for Agricultural Development ",-44.93
1418,"2021-2022","6002","Actual","External Debt","Multilateral","International Fund for Agricultural Development Receipts",349.23
1419,"2021-2022","6002","Actual","External Debt","Multilateral","International Fund for Agricultural Development Repayments",-176.43
1420,"2021-2022","6002","Actual","External Debt","Multilateral","Asian Development Bank ",14755.56
1421,"2021-2022","6002","Actual","External Debt","Multilateral","Asian Development Bank Receipts",21502.01
1422,"2021-2022","6002","Actual","External Debt","Multilateral","Asian Development Bank Repayments",-6992.56
1423,"2021-2022","6002","Actual","External Debt","Multilateral","Eastern European Community (SAC) ",-9.03
1424,"2021-2022","6002","Actual","External Debt","Multilateral","Eastern European Community (SAC) Receipts",0.0
1425,"2021-2022","6002","Actual","External Debt","Multilateral","Eastern European Community (SAC) Repayments",-9.81
1426,"2021-2022","6002","Actual","External Debt","Multilateral","Organisation of the Petroleum Exporting Countries ",-17.74
1427,"2021-2022","6002","Actual","External Debt","Multilateral","Organisation of the Petroleum Exporting Countries Receipts",0.0
1428,"2021-2022","6002","Actual","External Debt","Multilateral","Organisation of the Petroleum Exporting Countries Repayments",-16.48
1429,"2021-2022","6002","Actual","External Debt","Multilateral","New Development Bank ",2922.19
1430,"2021-2022","6002","Actual","External Debt","Multilateral","New Development Bank Receipts",2577.58
1431,"2021-2022","6002","Actual","External Debt","Multilateral","New Development Bank Repayments",-76.79
1432,"2021-2022","6002","Actual","External Debt","Multilateral","Asian Infrastructure Investment Bank (AIIB) ",6721.45
1433,"2021-2022","6002","Actual","External Debt","Multilateral","Asian Infrastructure Investment Bank (AIIB) Receipts",7863.59
1434,"2021-2022","6002","Actual","External Debt","Multilateral","Asian Infrastructure Investment Bank (AIIB) Repayments",""
1435,"2021-2022","6002","Actual","External Debt","Bilateral","Germany ",-501.87
1436,"2021-2022","6002","Actual","External Debt","Bilateral","Germany Receipts",1209.59
1437,"2021-2022","6002","Actual","External Debt","Bilateral","Germany Repayments",-1896.46
1438,"2021-2022","6002","Actual","External Debt","Bilateral","France ",625.51
1439,"2021-2022","6002","Actual","External Debt","Bilateral","France Receipts",458.53
1440,"2021-2022","6002","Actual","External Debt","Bilateral","France Repayments",-477.87
1441,"2021-2022","6002","Actual","External Debt","Bilateral","Japan ",18464.62
1442,"2021-2022","6002","Actual","External Debt","Bilateral","Japan Receipts",21458.02
1443,"2021-2022","6002","Actual","External Debt","Bilateral","Japan Repayments",-6305.06
1444,"2021-2022","6002","Actual","External Debt","Bilateral","USA ",-17.0
1445,"2021-2022","6002","Actual","External Debt","Bilateral","USA Receipts",686.9
1446,"2021-2022","6002","Actual","External Debt","Bilateral","USA Repayments",-94.69
1447,"2021-2022","6002","Actual","External Debt","Bilateral","Russian Federation ",4120.0
1448,"2021-2022","6002","Actual","External Debt","Bilateral","Russian Federation Receipts",4318.01
1449,"2021-2022","6002","Actual","External Debt","Bilateral","Russian Federation Repayments",-853.62
1450,"2021-2022","6002","Actual","External Debt","Bilateral","European Investment Bank (EIB) ",2403.82
1451,"2021-2022","6002","Actual","External Debt","Bilateral","European Investment Bank (EIB) Receipts",1130.81
1452,"2021-2022","6002","Actual","External Debt","Bilateral","European Investment Bank (EIB) Repayments",-77.51
1453,"2021-2022","6002","Actual","External Debt","Expenditure netted against externally assistance for States Projects","European Investment Bank (EIB) ",-14735.14
1454,"2021-2022","9003","Actual","Draw Down of Cash Balance","Receipts","European Investment Bank (EIB) ",4946.6
1455,"2021-2022","9003","Actual","Draw Down of Cash Balance","Disbursements","European Investment Bank (EIB) ",-2403.9
1456,"2022-2023","6001","Budget","Borrowings","Borrowing for providing back to back loans to States and UTs for GST compensation cess shortfall","Gross Borrowing  ",""
1457,"2022-2023","6001","Budget","Borrowings","Borrowing for providing back to back loans to States and UTs for GST compensation cess shortfall","Less Receipts netted ",""
1458,"2022-2023","6001","Budget","Borrowings","Post Office Life Insurance Fund (POLIF)","Receipts ",""
1459,"2022-2023","6001","Budget","Borrowings","Short Term Borrowings","91 Days Treasury Bills ",13000.0
